AUTHOR,HOMONYMOUS,OPENALEX_AUTHOR_NAME,AUTHOR_ID,WORKS_API_URL
Rachel Broadwin,0,Rachel Broadwin,https://openalex.org/A5075953837,https://api.openalex.org/works?filter=author.id:A5075953837
Kim M. Shuey,0,Kim M. Shuey,https://openalex.org/A5010950536,https://api.openalex.org/works?filter=author.id:A5010950536
Stanley Sue,0,Stanley Sue,https://openalex.org/A5084028502,https://api.openalex.org/works?filter=author.id:A5084028502
John P. Sestito,0,John P. Sestito,https://openalex.org/A5027004363,https://api.openalex.org/works?filter=author.id:A5027004363
Christopher Wimer,0,Christopher Wimer,https://openalex.org/A5056576045,https://api.openalex.org/works?filter=author.id:A5056576045
Ben Feldmeyer,0,Ben Feldmeyer,https://openalex.org/A5007759536,https://api.openalex.org/works?filter=author.id:A5007759536
Bob Regoli,0,Bob Regoli,https://openalex.org/A5075475729,https://api.openalex.org/works?filter=author.id:A5075475729
Anna P. Nieboer,0,Anna P. Nieboer,https://openalex.org/A5060884479,https://api.openalex.org/works?filter=author.id:A5060884479
Mark Kosinski,0,Mark Kosinski,https://openalex.org/A5086907959,https://api.openalex.org/works?filter=author.id:A5086907959
Mohammad Siahpush,0,Mohammad Siahpush,https://openalex.org/A5013515507,https://api.openalex.org/works?filter=author.id:A5013515507
Rosalind A. Breslow,0,Rosalind A. Breslow,https://openalex.org/A5074560643,https://api.openalex.org/works?filter=author.id:A5074560643
Judith Semon Dubas,0,Judith Semon Dubas,https://openalex.org/A5048639724,https://api.openalex.org/works?filter=author.id:A5048639724
Nina Oestreicher,0,Nina Oestreicher,https://openalex.org/A5012218557,https://api.openalex.org/works?filter=author.id:A5012218557
Veronika OttovÃÂÃÂ¡-Jordan,0,Veronika Ottová-Jordan,https://openalex.org/A5016825474,https://api.openalex.org/works?filter=author.id:A5016825474
Jeffrey A. Dubin,0,Jeffrey A. Dubin,https://openalex.org/A5066626600,https://api.openalex.org/works?filter=author.id:A5066626600
Joe L. Spaeth,0,Joe L. Spaeth,https://openalex.org/A5058091824,https://api.openalex.org/works?filter=author.id:A5058091824
Cristian Carmeli,0,Cristian Carmeli,https://openalex.org/A5006885492,https://api.openalex.org/works?filter=author.id:A5006885492
Raymond E. Baser,0,Raymond E. Baser,https://openalex.org/A5027036348,https://api.openalex.org/works?filter=author.id:A5027036348
Kevin J. Konty,0,Kevin J. Konty,https://openalex.org/A5040555054,https://api.openalex.org/works?filter=author.id:A5040555054
Jan Germen Janmaat,0,Jan Germen Janmaat,https://openalex.org/A5076510382,https://api.openalex.org/works?filter=author.id:A5076510382
Gordon Schectman,0,Gordon Schectman,https://openalex.org/A5086498627,https://api.openalex.org/works?filter=author.id:A5086498627
Sarah R. Hayford,0,Sarah R. Hayford,https://openalex.org/A5009362008,https://api.openalex.org/works?filter=author.id:A5009362008
Ruixue Zhaoyang,0,Ruixue Zhaoyang,https://openalex.org/A5088906805,https://api.openalex.org/works?filter=author.id:A5088906805
Athena Pantazis,0,Athena Pantazis,https://openalex.org/A5024052119,https://api.openalex.org/works?filter=author.id:A5024052119
Susan L. Parish,0,Susan L. Parish,https://openalex.org/A5008356734,https://api.openalex.org/works?filter=author.id:A5008356734
Seena Fazel,0,Seena Fazel,https://openalex.org/A5032537089,https://api.openalex.org/works?filter=author.id:A5032537089
Edwin Milan,0,Edwin Milan,https://openalex.org/A5063837696,https://api.openalex.org/works?filter=author.id:A5063837696
Yoshito Ishio,0,Yoshito Ishio,https://openalex.org/A5024511438,https://api.openalex.org/works?filter=author.id:A5024511438
Leonard Saxe,0,Leonard Saxe,https://openalex.org/A5055490211,https://api.openalex.org/works?filter=author.id:A5055490211
Christine L. Himes,0,Christine L. Himes,https://openalex.org/A5032098253,https://api.openalex.org/works?filter=author.id:A5032098253
Robert J. Shiller,0,Robert J. Shiller,https://openalex.org/A5051645674,https://api.openalex.org/works?filter=author.id:A5051645674
Roger Bakeman,0,Roger Bakeman,https://openalex.org/A5031856599,https://api.openalex.org/works?filter=author.id:A5031856599
Kara Joyner,0,Kara Joyner,https://openalex.org/A5040556282,https://api.openalex.org/works?filter=author.id:A5040556282
Teresa Toguchi Swartz,0,Teresa Toguchi Swartz,https://openalex.org/A5067871827,https://api.openalex.org/works?filter=author.id:A5067871827
Fiza Singh,0,Fiza Singh,https://openalex.org/A5030889740,https://api.openalex.org/works?filter=author.id:A5030889740
Johanna Lacoe,0,Johanna Lacoe,https://openalex.org/A5088171990,https://api.openalex.org/works?filter=author.id:A5088171990
Mark Cooney,0,Mark Cooney,https://openalex.org/A5082118185,https://api.openalex.org/works?filter=author.id:A5082118185
Stacey McMorrow,0,Stacey McMorrow,https://openalex.org/A5006488229,https://api.openalex.org/works?filter=author.id:A5006488229
Julie E. Artis,0,Julie E. Artis,https://openalex.org/A5015758917,https://api.openalex.org/works?filter=author.id:A5015758917
Dustin A. Pardini,0,Dustin A. Pardini,https://openalex.org/A5059151954,https://api.openalex.org/works?filter=author.id:A5059151954
John S. Lane,0,John S. Lane,https://openalex.org/A5038999130,https://api.openalex.org/works?filter=author.id:A5038999130
Carter T. Butts,0,Carter T. Butts,https://openalex.org/A5039651585,https://api.openalex.org/works?filter=author.id:A5039651585
Sven Oskarsson,0,Sven Oskarsson,https://openalex.org/A5058805863,https://api.openalex.org/works?filter=author.id:A5058805863
Jessica M. Sautter,0,Jessica M. Sautter,https://openalex.org/A5076625649,https://api.openalex.org/works?filter=author.id:A5076625649
Alexander Tabarrok,0,Alexander Tabarrok,https://openalex.org/A5014424405,https://api.openalex.org/works?filter=author.id:A5014424405
Jennifer E. Lansford,0,Jennifer E. Lansford,https://openalex.org/A5082142520,https://api.openalex.org/works?filter=author.id:A5082142520
James G. Gimpel,0,James G. Gimpel,https://openalex.org/A5067922478,https://api.openalex.org/works?filter=author.id:A5067922478
Howard Cabral,0,Howard Cabral,https://openalex.org/A5045667842,https://api.openalex.org/works?filter=author.id:A5045667842
Ellen B. Gold,0,Ellen B. Gold,https://openalex.org/A5067732028,https://api.openalex.org/works?filter=author.id:A5067732028
Michael A. Chappell,0,Michael A. Chappell,https://openalex.org/A5001596439,https://api.openalex.org/works?filter=author.id:A5001596439
Yeates Conwell,0,Yeates Conwell,https://openalex.org/A5070462421,https://api.openalex.org/works?filter=author.id:A5070462421
Anna R. Haskins,0,Anna R. Haskins,https://openalex.org/A5040758523,https://api.openalex.org/works?filter=author.id:A5040758523
Robin E. Remsburg,0,Robin E. Remsburg,https://openalex.org/A5061997170,https://api.openalex.org/works?filter=author.id:A5061997170
George Speckart,0,George Speckart,https://openalex.org/A5062317751,https://api.openalex.org/works?filter=author.id:A5062317751
Kimberlee Gauvreau,0,Kimberlee Gauvreau,https://openalex.org/A5060028592,https://api.openalex.org/works?filter=author.id:A5060028592
Jennifer A. Hershfield,0,Jennifer A. Hershfield,https://openalex.org/A5029217068,https://api.openalex.org/works?filter=author.id:A5029217068
Frank C. Bandiera,0,Frank C. Bandiera,https://openalex.org/A5066709404,https://api.openalex.org/works?filter=author.id:A5066709404
Katherine M. Auty,0,Katherine M. Auty,https://openalex.org/A5012076035,https://api.openalex.org/works?filter=author.id:A5012076035
Amy M. Carmola Hauf,0,Amy M. Carmola Hauf,https://openalex.org/A5063138447,https://api.openalex.org/works?filter=author.id:A5063138447
Elizabeth Batten,0,Elizabeth Batten,https://openalex.org/A5047047405,https://api.openalex.org/works?filter=author.id:A5047047405
John D. Burrow,0,John D. Burrow,https://openalex.org/A5087769658,https://api.openalex.org/works?filter=author.id:A5087769658
Katie R. Genadek,0,Katie R. Genadek,https://openalex.org/A5068285647,https://api.openalex.org/works?filter=author.id:A5068285647
Nancy L. Sprince,0,Nancy L. Sprince,https://openalex.org/A5027626219,https://api.openalex.org/works?filter=author.id:A5027626219
Amanda Sonnega,0,Amanda Sonnega,https://openalex.org/A5066954560,https://api.openalex.org/works?filter=author.id:A5066954560
Elizabeth Cascio,0,Elizabeth Cascio,https://openalex.org/A5057269944,https://api.openalex.org/works?filter=author.id:A5057269944
Shawn Bauldry,0,Shawn Bauldry,https://openalex.org/A5002233206,https://api.openalex.org/works?filter=author.id:A5002233206
Ian Brodie,0,Ian Brodie,https://openalex.org/A5086423138,https://api.openalex.org/works?filter=author.id:A5086423138
Marilyn Augustyn,0,Marilyn Augustyn,https://openalex.org/A5040707154,https://api.openalex.org/works?filter=author.id:A5040707154
Leah D. Paskar,0,Leah D. Paskar,https://openalex.org/A5028495481,https://api.openalex.org/works?filter=author.id:A5028495481
Jacques A. Hagenaars,0,Jacques A. Hagenaars,https://openalex.org/A5038526337,https://api.openalex.org/works?filter=author.id:A5038526337
Mika KivimÃÂÃÂ¤ki,0,Mika Kivimäki,https://openalex.org/A5030837922,https://api.openalex.org/works?filter=author.id:A5030837922
Denese A. Vlosky,0,Denese Ashbaugh Vlosky,https://openalex.org/A5074693368,https://api.openalex.org/works?filter=author.id:A5074693368
Gunther Meinlschmidt,0,Gunther Meinlschmidt,https://openalex.org/A5020502981,https://api.openalex.org/works?filter=author.id:A5020502981
Charles A. Popkin,0,Charles A. Popkin,https://openalex.org/A5018306939,https://api.openalex.org/works?filter=author.id:A5018306939
Emily J. Nicklett,0,Emily J. Nicklett,https://openalex.org/A5005613955,https://api.openalex.org/works?filter=author.id:A5005613955
Jiali Ye,0,Jiali Ye,https://openalex.org/A5039303569,https://api.openalex.org/works?filter=author.id:A5039303569
Cynthia Shephard,0,Cynthia Shephard,https://openalex.org/A5063805117,https://api.openalex.org/works?filter=author.id:A5063805117
Cheryl P. Magno,0,Cheryl P. Magno,https://openalex.org/A5030426483,https://api.openalex.org/works?filter=author.id:A5030426483
William W. Davis,0,William W. Davis,https://openalex.org/A5055422459,https://api.openalex.org/works?filter=author.id:A5055422459
Flora M. Hammond,0,Flora M. Hammond,https://openalex.org/A5037296979;https://openalex.org/A5045096761,https://api.openalex.org/works?filter=author.id:A5037296979;https://api.openalex.org/works?filter=author.id:A5045096761
Genevieve F. Dunton,0,Genevieve F. Dunton,https://openalex.org/A5050430005,https://api.openalex.org/works?filter=author.id:A5050430005
Baltazar Mtenga,0,Baltazar Mtenga,https://openalex.org/A5055277084,https://api.openalex.org/works?filter=author.id:A5055277084
R. Sarathy,0,Rathindra Sarathy,https://openalex.org/A5028477611,https://api.openalex.org/works?filter=author.id:A5028477611
David C. Reardon,0,David C. Reardon,https://openalex.org/A5014083823,https://api.openalex.org/works?filter=author.id:A5014083823
Simone Poliandri,0,Simone Poliandri,https://openalex.org/A5007849587,https://api.openalex.org/works?filter=author.id:A5007849587
Karen Powell Sears,0,Karen Powell Sears,https://openalex.org/A5004425122,https://api.openalex.org/works?filter=author.id:A5004425122
Uttamacharya,0,Uttamacharya,https://openalex.org/A5069010479,https://api.openalex.org/works?filter=author.id:A5069010479
Margaret M. Capen,0,Margaret M. Capen,https://openalex.org/A5075640301,https://api.openalex.org/works?filter=author.id:A5075640301
Matthias Kirch,0,Matthias Kirch,https://openalex.org/A5029332111,https://api.openalex.org/works?filter=author.id:A5029332111
Gilbert Ildefonso,0,Gilbert Ildefonso,https://openalex.org/A5071596881,https://api.openalex.org/works?filter=author.id:A5071596881
Ann Huff Stevens,0,Ann Huff Stevens,https://openalex.org/A5038209639,https://api.openalex.org/works?filter=author.id:A5038209639
Claudia Olivetti,0,Claudia Olivetti,https://openalex.org/A5049450575,https://api.openalex.org/works?filter=author.id:A5049450575
Erin A. Casey,0,Erin A. Casey,https://openalex.org/A5067479403,https://api.openalex.org/works?filter=author.id:A5067479403
Ronald Weitzer,0,Ronald Weitzer,https://openalex.org/A5062418062,https://api.openalex.org/works?filter=author.id:A5062418062
Shaina J. Sowles,0,Shaina J. Sowles,https://openalex.org/A5060145839,https://api.openalex.org/works?filter=author.id:A5060145839
Meredith Huey Dye,0,Meredith Huey Dye,https://openalex.org/A5008045069,https://api.openalex.org/works?filter=author.id:A5008045069
R. David Hayward,0,R. David Hayward,https://openalex.org/A5074497071,https://api.openalex.org/works?filter=author.id:A5074497071
Helen L. Egger,0,Helen L. Egger,https://openalex.org/A5063170593,https://api.openalex.org/works?filter=author.id:A5063170593
Nardi Steverink,0,Nardi Steverink,https://openalex.org/A5004733423,https://api.openalex.org/works?filter=author.id:A5004733423
Yulia Blomstedt,0,Yulia Blomstedt,https://openalex.org/A5070782070,https://api.openalex.org/works?filter=author.id:A5070782070
Maria T. Kaylen,0,Maria T. Kaylen,https://openalex.org/A5049753474,https://api.openalex.org/works?filter=author.id:A5049753474
Akiko Kamimura,0,Akiko Kamimura,https://openalex.org/A5062352129,https://api.openalex.org/works?filter=author.id:A5062352129
Robert M. Sellers,0,Robert M. Sellers,https://openalex.org/A5050469761,https://api.openalex.org/works?filter=author.id:A5050469761
Susan D. Cochran,0,Susan D. Cochran,https://openalex.org/A5021388873,https://api.openalex.org/works?filter=author.id:A5021388873
Robert F. Corwyn,0,Robert F. Corwyn,https://openalex.org/A5010237317,https://api.openalex.org/works?filter=author.id:A5010237317
James J. Fyfe,0,James J. Fyfe,https://openalex.org/A5064811605,https://api.openalex.org/works?filter=author.id:A5064811605
Shira Offer,0,Shira Offer,https://openalex.org/A5011735228,https://api.openalex.org/works?filter=author.id:A5011735228
Kristin Brown-Gentry,0,Kristin Brown-Gentry,https://openalex.org/A5036405366,https://api.openalex.org/works?filter=author.id:A5036405366
Lisa J. Crockett,0,Lisa J. Crockett,https://openalex.org/A5028575182,https://api.openalex.org/works?filter=author.id:A5028575182
Sara Konrath,0,Sara Konrath,https://openalex.org/A5044504510,https://api.openalex.org/works?filter=author.id:A5044504510
Nathaniel Schenker,0,Nathaniel Schenker,https://openalex.org/A5073281317,https://api.openalex.org/works?filter=author.id:A5073281317
Christian Ritter,0,Christian Ritter,https://openalex.org/A5082266068,https://api.openalex.org/works?filter=author.id:A5082266068
Douglas Leber,0,Douglas Leber,https://openalex.org/A5052594974,https://api.openalex.org/works?filter=author.id:A5052594974
Brady G. Case,0,Brady G. Case,https://openalex.org/A5052778152,https://api.openalex.org/works?filter=author.id:A5052778152
Richard Rosenfeld,0,Richard Rosenfeld,https://openalex.org/A5068614892;https://openalex.org/A5057755821,https://api.openalex.org/works?filter=author.id:A5068614892;https://api.openalex.org/works?filter=author.id:A5057755821
Brian J. Fairman,0,Brian J. Fairman,https://openalex.org/A5016950818,https://api.openalex.org/works?filter=author.id:A5016950818
Courtney Uhler Cart,0,Courtney Uhler Cart,https://openalex.org/A5041708001,https://api.openalex.org/works?filter=author.id:A5041708001
Lynn M. Hempel,0,Lynn M. Hempel,https://openalex.org/A5084411859,https://api.openalex.org/works?filter=author.id:A5084411859
Carol F. Kwiatkowski,0,Carol F. Kwiatkowski,https://openalex.org/A5013501958,https://api.openalex.org/works?filter=author.id:A5013501958
Christopher R. Bollinger,0,Christopher R. Bollinger,https://openalex.org/A5039940763,https://api.openalex.org/works?filter=author.id:A5039940763
Scott R. Kegler,0,Scott R. Kegler,https://openalex.org/A5012420386,https://api.openalex.org/works?filter=author.id:A5012420386
Charis E. Kubrin,0,Charis E. Kubrin,https://openalex.org/A5049349627,https://api.openalex.org/works?filter=author.id:A5049349627
Virpi Timonen,0,Virpi Timonen,https://openalex.org/A5027086651,https://api.openalex.org/works?filter=author.id:A5027086651
Amy Hequembourg,0,Amy Hequembourg,https://openalex.org/A5049029951,https://api.openalex.org/works?filter=author.id:A5049029951
Brandon Koretz,0,Brandon Koretz,https://openalex.org/A5075134289,https://api.openalex.org/works?filter=author.id:A5075134289
Michael Marsiske,0,Michael Marsiske,https://openalex.org/A5039015057,https://api.openalex.org/works?filter=author.id:A5039015057
Carina Katigbak,0,Carina Katigbak,https://openalex.org/A5084466688,https://api.openalex.org/works?filter=author.id:A5084466688
Carl F. Pieper,0,Carl F. Pieper,https://openalex.org/A5029711312,https://api.openalex.org/works?filter=author.id:A5029711312
Eric Fleegler,0,Eric W. Fleegler,https://openalex.org/A5048094540,https://api.openalex.org/works?filter=author.id:A5048094540
John P. Barile,0,John P. Barile,https://openalex.org/A5051774634,https://api.openalex.org/works?filter=author.id:A5051774634
Michael S. Caudy,0,Michael S. Caudy,https://openalex.org/A5067825560,https://api.openalex.org/works?filter=author.id:A5067825560
Andrea Schwebel,0,Andrea Schwebel,https://openalex.org/A5000426666,https://api.openalex.org/works?filter=author.id:A5000426666
Sharon L. Ramey,0,Sharon Landesman Ramey,https://openalex.org/A5066079927,https://api.openalex.org/works?filter=author.id:A5066079927
Katherine Faust,0,Katherine Faust,https://openalex.org/A5013955991,https://api.openalex.org/works?filter=author.id:A5013955991
Jeff Niederdeppe,0,Jeff Niederdeppe,https://openalex.org/A5043885556,https://api.openalex.org/works?filter=author.id:A5043885556
Sheree L. Boulet,0,Sheree L. Boulet,https://openalex.org/A5024043019,https://api.openalex.org/works?filter=author.id:A5024043019
Aprile D. Benner,0,Aprile D. Benner,https://openalex.org/A5050428220,https://api.openalex.org/works?filter=author.id:A5050428220
Blair Wheaton,0,Blair Wheaton,https://openalex.org/A5024133679,https://api.openalex.org/works?filter=author.id:A5024133679
Carol A. Archbold,0,Carol A. Archbold,https://openalex.org/A5063458355,https://api.openalex.org/works?filter=author.id:A5063458355
Mary E. Cogswell,0,Mary E. Cogswell,https://openalex.org/A5023037797,https://api.openalex.org/works?filter=author.id:A5023037797
David Farabee,0,David Farabee,https://openalex.org/A5078391138,https://api.openalex.org/works?filter=author.id:A5078391138
Heidi Backman,0,Heidi Backman,https://openalex.org/A5085874905,https://api.openalex.org/works?filter=author.id:A5085874905
Sarah M. Kendig,0,Sarah M. Kendig,https://openalex.org/A5080280506,https://api.openalex.org/works?filter=author.id:A5080280506
Michelle M. Hilgeman,0,Michelle M. Hilgeman,https://openalex.org/A5007983031,https://api.openalex.org/works?filter=author.id:A5007983031
Erin E. Bonar,0,Erin E. Bonar,https://openalex.org/A5068948162,https://api.openalex.org/works?filter=author.id:A5068948162
Edward G. Carmines,0,Edward G. Carmines,https://openalex.org/A5025165235,https://api.openalex.org/works?filter=author.id:A5025165235
Michael R. Hagerty,0,Michael R. Hagerty,https://openalex.org/A5090139442,https://api.openalex.org/works?filter=author.id:A5090139442
Amy Thistlethwaite,0,Amy Thistlethwaite,https://openalex.org/A5088804470,https://api.openalex.org/works?filter=author.id:A5088804470
Danielle S. Rudes,0,Danielle S. Rudes,https://openalex.org/A5060353525,https://api.openalex.org/works?filter=author.id:A5060353525
Josefina N. Natividad,0,Josefina N. Natividad,https://openalex.org/A5052996079,https://api.openalex.org/works?filter=author.id:A5052996079
Mark Davies,0,Mark Davies,https://openalex.org/A5006420330,https://api.openalex.org/works?filter=author.id:A5006420330
Elizabeth C. Hair,0,Elizabeth C. Hair,https://openalex.org/A5035506280,https://api.openalex.org/works?filter=author.id:A5035506280
Conrad P. Earnest,0,Conrad P. Earnest,https://openalex.org/A5065958387,https://api.openalex.org/works?filter=author.id:A5065958387
Staci L. Rhine,0,Staci L. Rhine,https://openalex.org/A5017495541,https://api.openalex.org/works?filter=author.id:A5017495541
Kathryn Dovel,0,Kathryn Dovel,https://openalex.org/A5090243534,https://api.openalex.org/works?filter=author.id:A5090243534
Dionne Barnes-Proby,0,Dionne Barnes-Proby,https://openalex.org/A5087165432,https://api.openalex.org/works?filter=author.id:A5087165432
Kurt Taylor Gaubatz,0,Kurt Taylor Gaubatz,https://openalex.org/A5004847687,https://api.openalex.org/works?filter=author.id:A5004847687
Emily R. Dworkin,0,Emily R. Dworkin,https://openalex.org/A5056581081,https://api.openalex.org/works?filter=author.id:A5056581081
Leah D. Doane,0,Leah D. Doane,https://openalex.org/A5033818588,https://api.openalex.org/works?filter=author.id:A5033818588
Michael L. Nance,0,Michael L. Nance,https://openalex.org/A5037032379,https://api.openalex.org/works?filter=author.id:A5037032379
Maros Ivanic,0,Maros Ivanic,https://openalex.org/A5041181800,https://api.openalex.org/works?filter=author.id:A5041181800
Michelle Luciano,0,Michelle Luciano,https://openalex.org/A5061583582,https://api.openalex.org/works?filter=author.id:A5061583582
Vincent Z. Kuuire,0,Vincent Z. Kuuire,https://openalex.org/A5000643687,https://api.openalex.org/works?filter=author.id:A5000643687
Kelly L. Rulison,0,Kelly L. Rulison,https://openalex.org/A5001941389,https://api.openalex.org/works?filter=author.id:A5001941389
Nuala McGrath,0,Nuala McGrath,https://openalex.org/A5091093164,https://api.openalex.org/works?filter=author.id:A5091093164
Natalia S. Gavrilova,0,Natalia S. Gavrilova,https://openalex.org/A5003301350,https://api.openalex.org/works?filter=author.id:A5003301350
Maureen Barckley,0,Maureen Barckley,https://openalex.org/A5045746947,https://api.openalex.org/works?filter=author.id:A5045746947
Juned Siddique,0,Juned Siddique,https://openalex.org/A5052400786,https://api.openalex.org/works?filter=author.id:A5052400786
Tami Buhr,0,Tami Buhr,https://openalex.org/A5027975267,https://api.openalex.org/works?filter=author.id:A5027975267
Patricia Voydanoff,0,Patricia Voydanoff,https://openalex.org/A5002907455,https://api.openalex.org/works?filter=author.id:A5002907455
Cedrick G. Heraux,0,Cedrick G. Heraux,https://openalex.org/A5080954113,https://api.openalex.org/works?filter=author.id:A5080954113
Shanthi Krishnaswami,0,Shanthi Krishnaswami,https://openalex.org/A5012387034,https://api.openalex.org/works?filter=author.id:A5012387034
Samir Soneji,0,Samir Soneji,https://openalex.org/A5007514083,https://api.openalex.org/works?filter=author.id:A5007514083
Dirk De Bacquer,0,Dirk De Bacquer,https://openalex.org/A5031972364,https://api.openalex.org/works?filter=author.id:A5031972364
Terril L. Verplaetse,0,Terril L. Verplaetse,https://openalex.org/A5085682801,https://api.openalex.org/works?filter=author.id:A5085682801
Adriana Lori,0,Adriana Lori,https://openalex.org/A5052748790,https://api.openalex.org/works?filter=author.id:A5052748790
Terri J. Sabol,0,Terri J. Sabol,https://openalex.org/A5022572856,https://api.openalex.org/works?filter=author.id:A5022572856
Julie A. Kirsch,0,Julie A. Kirsch,https://openalex.org/A5020232227,https://api.openalex.org/works?filter=author.id:A5020232227
John Schwille,0,John Schwille,https://openalex.org/A5048616421,https://api.openalex.org/works?filter=author.id:A5048616421
Ross Macmillan,0,Ross Macmillan,https://openalex.org/A5021323197,https://api.openalex.org/works?filter=author.id:A5021323197
Suzanne Model,0,Suzanne Model,https://openalex.org/A5014700916,https://api.openalex.org/works?filter=author.id:A5014700916
Benjamin Radcliff,0,Benjamin Radcliff,https://openalex.org/A5007644472,https://api.openalex.org/works?filter=author.id:A5007644472
Megan Alderden,0,Megan Alderden,https://openalex.org/A5063771941,https://api.openalex.org/works?filter=author.id:A5063771941
Jeanne C. Marsh,0,Jeanne C. Marsh,https://openalex.org/A5085964915,https://api.openalex.org/works?filter=author.id:A5085964915
William W. Falk,0,William W. Falk,https://openalex.org/A5024683713,https://api.openalex.org/works?filter=author.id:A5024683713
Robert J. Hume,0,Robert J. Hume,https://openalex.org/A5056818140,https://api.openalex.org/works?filter=author.id:A5056818140
Ronica N. Rooks,0,Ronica N. Rooks,https://openalex.org/A5060138750,https://api.openalex.org/works?filter=author.id:A5060138750
Emmanuel Banchani,0,Emmanuel Banchani,https://openalex.org/A5078332655,https://api.openalex.org/works?filter=author.id:A5078332655
Joyce C. Abma,0,Joyce C. Abma,https://openalex.org/A5081486003,https://api.openalex.org/works?filter=author.id:A5081486003
Ryan T. Demmer,0,Ryan T. Demmer,https://openalex.org/A5019161561,https://api.openalex.org/works?filter=author.id:A5019161561
Kelly Edens,0,Kelly Edens,https://openalex.org/A5023187485,https://api.openalex.org/works?filter=author.id:A5023187485
Linda K. Frisman,0,Linda K. Frisman,https://openalex.org/A5020241670,https://api.openalex.org/works?filter=author.id:A5020241670
Douglas A. Brownridge,0,Douglas A. Brownridge,https://openalex.org/A5022869892,https://api.openalex.org/works?filter=author.id:A5022869892
A. Blythe Ryerson,0,A. Blythe Ryerson,https://openalex.org/A5022907973,https://api.openalex.org/works?filter=author.id:A5022907973
Greg A. Greenberg,0,Greg A. Greenberg,https://openalex.org/A5004337762,https://api.openalex.org/works?filter=author.id:A5004337762
James E. Everhart,0,James E. Everhart,https://openalex.org/A5043162110,https://api.openalex.org/works?filter=author.id:A5043162110
Gerald M. Kosicki,0,Gerald M. Kosicki,https://openalex.org/A5010034315,https://api.openalex.org/works?filter=author.id:A5010034315
Melinda Pilkinton,0,Melinda Pilkinton,https://openalex.org/A5013587864,https://api.openalex.org/works?filter=author.id:A5013587864
Susan J. Spieker,0,Susan J. Spieker,https://openalex.org/A5032175830,https://api.openalex.org/works?filter=author.id:A5032175830
Raymond R. Swisher,0,Raymond R. Swisher,https://openalex.org/A5027338311,https://api.openalex.org/works?filter=author.id:A5027338311
Hoa Teuschler,0,Hoa Teuschler,https://openalex.org/A5084085753,https://api.openalex.org/works?filter=author.id:A5084085753
Ronald A. Knibbe,0,Ronald A. Knibbe,https://openalex.org/A5045871594,https://api.openalex.org/works?filter=author.id:A5045871594
Jeffrey D. Senese,0,Jeffrey D. Senese,https://openalex.org/A5066351945,https://api.openalex.org/works?filter=author.id:A5066351945
Andrew J. Mashburn,0,Andrew J. Mashburn,https://openalex.org/A5058543338,https://api.openalex.org/works?filter=author.id:A5058543338
Lisa J. Colpe,0,Lisa J. Colpe,https://openalex.org/A5021235083,https://api.openalex.org/works?filter=author.id:A5021235083
Matthew Hasbrouck,0,Matthew Hasbrouck,https://openalex.org/A5068701890,https://api.openalex.org/works?filter=author.id:A5068701890
Raman Preet,0,Raman Preet,https://openalex.org/A5073200667,https://api.openalex.org/works?filter=author.id:A5073200667
Mark A. Whisman,0,Mark A. Whisman,https://openalex.org/A5000783001,https://api.openalex.org/works?filter=author.id:A5000783001
Hiroko Akiyama,0,Hiroko Akiyama,https://openalex.org/A5007199534,https://api.openalex.org/works?filter=author.id:A5007199534
Philip J. Levchak,0,Philip J. Levchak,https://openalex.org/A5021164629,https://api.openalex.org/works?filter=author.id:A5021164629
Amanda P. Williford,0,Amanda P. Williford,https://openalex.org/A5031750109,https://api.openalex.org/works?filter=author.id:A5031750109
Michael Berkman,0,Michael Berkman,https://openalex.org/A5058897474,https://api.openalex.org/works?filter=author.id:A5058897474
Judith L. Luborsky,0,Judith L. Luborsky,https://openalex.org/A5061884452,https://api.openalex.org/works?filter=author.id:A5061884452
Joel Schwartz,0,Joel Schwartz,https://openalex.org/A5087378236,https://api.openalex.org/works?filter=author.id:A5087378236
Yoshio N. Hall,0,Yoshio N. Hall,https://openalex.org/A5025681802,https://api.openalex.org/works?filter=author.id:A5025681802
Cyrille Delpierre,0,Cyrille Delpierre,https://openalex.org/A5005288167,https://api.openalex.org/works?filter=author.id:A5005288167
Anne Conway,0,Anne Conway,https://openalex.org/A5018792834,https://api.openalex.org/works?filter=author.id:A5018792834
Curtis S. Dunkel,0,Curtis S. Dunkel,https://openalex.org/A5000501603,https://api.openalex.org/works?filter=author.id:A5000501603
Hillary James Liberty,0,Hilary James Liberty,https://openalex.org/A5032351083,https://api.openalex.org/works?filter=author.id:A5032351083
Louise Wideroff,0,Louise Wideroff,https://openalex.org/A5062089275,https://api.openalex.org/works?filter=author.id:A5062089275
Roberta Michnick Golinkoff,0,Roberta Michnick Golinkoff,https://openalex.org/A5087575367,https://api.openalex.org/works?filter=author.id:A5087575367
Cecily R. Hardaway,0,Cecily R. Hardaway,https://openalex.org/A5024248949,https://api.openalex.org/works?filter=author.id:A5024248949
Wayne W. Wakeland,0,Wayne W. Wakeland,https://openalex.org/A5033842272,https://api.openalex.org/works?filter=author.id:A5033842272
Murray B. Stein,0,Murray B. Stein,https://openalex.org/A5074969156,https://api.openalex.org/works?filter=author.id:A5074969156
Bernice A. Pescosolido,0,Bernice A. Pescosolido,https://openalex.org/A5007941468,https://api.openalex.org/works?filter=author.id:A5007941468
