AUTHOR,HOMONYMOUS,OPENALEX_AUTHOR_NAME,AUTHOR_ID,WORKS_API_URL
Jie Quan,0,Jie Quan,https://openalex.org/A5090354306,https://api.openalex.org/works?filter=author.id:A5090354306
Justin McCrary,0,Justin McCrary,https://openalex.org/A5044145341,https://api.openalex.org/works?filter=author.id:A5044145341
Maryann Mason,0,Maryann Mason,https://openalex.org/A5088624051,https://api.openalex.org/works?filter=author.id:A5088624051
Pei Fen Kuan,0,Pei Fen Kuan,https://openalex.org/A5055070977,https://api.openalex.org/works?filter=author.id:A5055070977
Carolyn J. Crandall,0,Carolyn J. Crandall,https://openalex.org/A5010379448,https://api.openalex.org/works?filter=author.id:A5010379448
Lance Freeman,0,Lance Freeman,https://openalex.org/A5046244327,https://api.openalex.org/works?filter=author.id:A5046244327
Kyunghee Lee,0,Kyunghee Lee,https://openalex.org/A5054136296,https://api.openalex.org/works?filter=author.id:A5054136296
Bethany Bryson,0,Bethany Bryson,https://openalex.org/A5055006144,https://api.openalex.org/works?filter=author.id:A5055006144
Rebecca L. Utz,0,Rebecca L. Utz,https://openalex.org/A5012544595,https://api.openalex.org/works?filter=author.id:A5012544595
Jonathan Rush,0,Jonathan Rush,https://openalex.org/A5034906027,https://api.openalex.org/works?filter=author.id:A5034906027
Dirk Enzmann,0,Dirk Enzmann,https://openalex.org/A5010167370,https://api.openalex.org/works?filter=author.id:A5010167370
Cathal McCrory,0,Cathal McCrory,https://openalex.org/A5001861030,https://api.openalex.org/works?filter=author.id:A5001861030
Magnus Lofstrom,0,Magnus Lofstrom,https://openalex.org/A5029001445,https://api.openalex.org/works?filter=author.id:A5029001445
Neal V. Dawson,0,Neal V. Dawson,https://openalex.org/A5003634022,https://api.openalex.org/works?filter=author.id:A5003634022
Paolo Caserotti,0,Paolo Caserotti,https://openalex.org/A5076767512,https://api.openalex.org/works?filter=author.id:A5076767512
Kimberly G. Noble,0,Kimberly G. Noble,https://openalex.org/A5006330586,https://api.openalex.org/works?filter=author.id:A5006330586
Michael A. Quinn,0,Michael A. Quinn,https://openalex.org/A5047188580,https://api.openalex.org/works?filter=author.id:A5047188580
Robert M. Kaplan,0,Robert M. Kaplan,https://openalex.org/A5041768959,https://api.openalex.org/works?filter=author.id:A5041768959
Robert Scragg,0,Robert Scragg,https://openalex.org/A5043043565,https://api.openalex.org/works?filter=author.id:A5043043565
Stanley G. Korenman,0,Stanley G. Korenman,https://openalex.org/A5031354188,https://api.openalex.org/works?filter=author.id:A5031354188
Graham L. Staines,0,Graham L. Staines,https://openalex.org/A5063951715,https://api.openalex.org/works?filter=author.id:A5063951715
William F. Clark,0,William F. Clark,https://openalex.org/A5002142990,https://api.openalex.org/works?filter=author.id:A5002142990
Kaigang Li,0,Kaigang Li,https://openalex.org/A5076674299,https://api.openalex.org/works?filter=author.id:A5076674299
Robert W. Haley,0,Robert W. Haley,https://openalex.org/A5086546762,https://api.openalex.org/works?filter=author.id:A5086546762
Hiroko Takaki,0,Hiroko Takaki,https://openalex.org/A5044415606,https://api.openalex.org/works?filter=author.id:A5044415606
Jamie DeCoster,0,Jamie DeCoster,https://openalex.org/A5004008697,https://api.openalex.org/works?filter=author.id:A5004008697
David L. Leal,0,David L. Leal,https://openalex.org/A5076003846,https://api.openalex.org/works?filter=author.id:A5076003846
Cheryl Elman,0,Cheryl Elman,https://openalex.org/A5038920287,https://api.openalex.org/works?filter=author.id:A5038920287
Vlad-Sebastian Ionescu,0,Vlad-Sebastian Ionescu,https://openalex.org/A5006729662,https://api.openalex.org/works?filter=author.id:A5006729662
Carla L. Storr,0,Carla L. Storr,https://openalex.org/A5006948744,https://api.openalex.org/works?filter=author.id:A5006948744
David K. Lohrmann,0,David K. Lohrmann,https://openalex.org/A5014581714,https://api.openalex.org/works?filter=author.id:A5014581714
Joseph T. Sakai,0,Joseph T. Sakai,https://openalex.org/A5056280022,https://api.openalex.org/works?filter=author.id:A5056280022
Jeffrey Fisher,0,Jeffrey W. Fisher,https://openalex.org/A5044171134,https://api.openalex.org/works?filter=author.id:A5044171134
Robert E. Booth,0,Robert E. Booth,https://openalex.org/A5001845205,https://api.openalex.org/works?filter=author.id:A5001845205
AndrÃÂÃÂ© B. Rosay,0,André B. Rosay,https://openalex.org/A5059807257,https://api.openalex.org/works?filter=author.id:A5059807257
Volkan Topalli,0,Volkan Topalli,https://openalex.org/A5003265975,https://api.openalex.org/works?filter=author.id:A5003265975
Alexandra C. H. Nowakowski,0,Alexandra C. H. Nowakowski,https://openalex.org/A5065033750,https://api.openalex.org/works?filter=author.id:A5065033750
Harold W. Neighbors,0,Harold W. Neighbors,https://openalex.org/A5034346261,https://api.openalex.org/works?filter=author.id:A5034346261
J. Lawrence Aber,0,J. Lawrence Aber,https://openalex.org/A5048399863,https://api.openalex.org/works?filter=author.id:A5048399863
Wanzhou Xu,0,Wanzhou Xu,https://openalex.org/A5052472119,https://api.openalex.org/works?filter=author.id:A5052472119
Dylan B. Jackson,0,Dylan B. Jackson,https://openalex.org/A5000947212,https://api.openalex.org/works?filter=author.id:A5000947212
Joseph F. Donnermeyer,0,Joseph F. Donnermeyer,https://openalex.org/A5078583818,https://api.openalex.org/works?filter=author.id:A5078583818
Carmel Salhi,0,Carmel Salhi,https://openalex.org/A5035470072,https://api.openalex.org/works?filter=author.id:A5035470072
Nicolas Duquette,0,Nicolas Duquette,https://openalex.org/A5047994392,https://api.openalex.org/works?filter=author.id:A5047994392
Laura A. McClure,0,Laura A. McClure,https://openalex.org/A5084465813,https://api.openalex.org/works?filter=author.id:A5084465813
Daphna Gans,0,Daphna Gans,https://openalex.org/A5000400327,https://api.openalex.org/works?filter=author.id:A5000400327
Miki Kobayashi,0,Miki Kobayashi,https://openalex.org/A5083051082,https://api.openalex.org/works?filter=author.id:A5083051082
Kenneth Lam,0,Kenneth Lam,https://openalex.org/A5063207892,https://api.openalex.org/works?filter=author.id:A5063207892
Nadia Campaniello,0,Nadia Campaniello,https://openalex.org/A5010060830,https://api.openalex.org/works?filter=author.id:A5010060830
Daniel Schneider,0,Daniel Schneider,https://openalex.org/A5074607822,https://api.openalex.org/works?filter=author.id:A5074607822
Richard Murphy,0,Richard Murphy,https://openalex.org/A5021504241,https://api.openalex.org/works?filter=author.id:A5021504241
Carlos GradÃÂÃÂ­n,0,Carlos Gradín,https://openalex.org/A5036567414,https://api.openalex.org/works?filter=author.id:A5036567414
Swati Mukerjee,0,Swati Mukerjee,https://openalex.org/A5027669620,https://api.openalex.org/works?filter=author.id:A5027669620
Chunshui Yu,0,Chunshui Yu,https://openalex.org/A5070980028,https://api.openalex.org/works?filter=author.id:A5070980028
Thomas A. Mroz,0,Thomas A. Mroz,https://openalex.org/A5029823708,https://api.openalex.org/works?filter=author.id:A5029823708
Pete Simi,0,Pete Simi,https://openalex.org/A5034148123,https://api.openalex.org/works?filter=author.id:A5034148123
Sean Farhang,0,Sean Farhang,https://openalex.org/A5042122870,https://api.openalex.org/works?filter=author.id:A5042122870
Lindsay A. Bornheimer,0,Lindsay A. Bornheimer,https://openalex.org/A5083886406,https://api.openalex.org/works?filter=author.id:A5083886406
Sunha Kim,0,Sunha Kim,https://openalex.org/A5018738304,https://api.openalex.org/works?filter=author.id:A5018738304
Idan M. Aderka,0,Idan M. Aderka,https://openalex.org/A5005882615,https://api.openalex.org/works?filter=author.id:A5005882615
BjÃÂÃÂ¸rn Evald Holstein,0,Bjørn Evald Holstein,https://openalex.org/A5053577934,https://api.openalex.org/works?filter=author.id:A5053577934
Leah Hamilton,0,Leah Hamilton,https://openalex.org/A5048801036,https://api.openalex.org/works?filter=author.id:A5048801036
Mark Beardsley,0,Mark Beardsley,https://openalex.org/A5049228614,https://api.openalex.org/works?filter=author.id:A5049228614
Shelli B. Rossman,0,Shelli B. Rossman,https://openalex.org/A5055692998,https://api.openalex.org/works?filter=author.id:A5055692998
Doohee Lee,0,Doohee Lee,https://openalex.org/A5003645465,https://api.openalex.org/works?filter=author.id:A5003645465
Raymond Paternoster,0,Raymond Paternoster,https://openalex.org/A5027354459,https://api.openalex.org/works?filter=author.id:A5027354459
Jeffrey J. Shook,0,Jeffrey J. Shook,https://openalex.org/A5069782855,https://api.openalex.org/works?filter=author.id:A5069782855
Jamie Yoder,0,Jamie Yoder,https://openalex.org/A5009322444,https://api.openalex.org/works?filter=author.id:A5009322444
Isabelita Z. Guiao,0,Isabelita Z. Guiao,https://openalex.org/A5040111959,https://api.openalex.org/works?filter=author.id:A5040111959
Karen F. Parker,0,Karen F. Parker,https://openalex.org/A5084260500,https://api.openalex.org/works?filter=author.id:A5084260500
Robert Ouellette,0,Robert Ouellette,https://openalex.org/A5043161161,https://api.openalex.org/works?filter=author.id:A5043161161
Leslie R. Hawley,0,Leslie R. Hawley,https://openalex.org/A5073245743,https://api.openalex.org/works?filter=author.id:A5073245743
Eusebius Small,0,Eusebius Small,https://openalex.org/A5046192038,https://api.openalex.org/works?filter=author.id:A5046192038
Francis K. Lee,0,Francis K. Lee,https://openalex.org/A5074998677,https://api.openalex.org/works?filter=author.id:A5074998677
Priya Sunkara,0,Priya Sunkara,https://openalex.org/A5021443925,https://api.openalex.org/works?filter=author.id:A5021443925
Leanne F. Alarid,0,Leanne Fiftal Alarid,https://openalex.org/A5083030699,https://api.openalex.org/works?filter=author.id:A5083030699
Perry Hu,0,Perry Hu,https://openalex.org/A5004350149,https://api.openalex.org/works?filter=author.id:A5004350149
Kwok Ho Chan,0,Kwok Ho Chan,https://openalex.org/A5022468457,https://api.openalex.org/works?filter=author.id:A5022468457
Carter Rees,0,Carter Rees,https://openalex.org/A5076780180,https://api.openalex.org/works?filter=author.id:A5076780180
Satoshi Akutsu,0,Satoshi Akutsu,https://openalex.org/A5040845625,https://api.openalex.org/works?filter=author.id:A5040845625
Kimberly Glenn,0,Kimberly Glenn,https://openalex.org/A5041163229,https://api.openalex.org/works?filter=author.id:A5041163229
Keith Elder,0,Keith Elder,https://openalex.org/A5028061035,https://api.openalex.org/works?filter=author.id:A5028061035
Joan Kaufman,0,Joan Kaufman,https://openalex.org/A5035664918,https://api.openalex.org/works?filter=author.id:A5035664918
Rebecca J. Evans-Polce,0,Rebecca J. Evans-Polce,https://openalex.org/A5035734854,https://api.openalex.org/works?filter=author.id:A5035734854
Jennifer Kolker,0,Jennifer Kolker,https://openalex.org/A5086258535,https://api.openalex.org/works?filter=author.id:A5086258535
Craig N. Shapiro,0,Craig N. Shapiro,https://openalex.org/A5082239765,https://api.openalex.org/works?filter=author.id:A5082239765
Martha A. Cohen,0,Martha A. Cohen,https://openalex.org/A5069808005,https://api.openalex.org/works?filter=author.id:A5069808005
Thomas DeLeire,0,Thomas DeLeire,https://openalex.org/A5007804610,https://api.openalex.org/works?filter=author.id:A5007804610
Joel M. Caplan,0,Joel M. Caplan,https://openalex.org/A5024184420,https://api.openalex.org/works?filter=author.id:A5024184420
Lynne M. Vieraitis,0,Lynne M. Vieraitis,https://openalex.org/A5034922831,https://api.openalex.org/works?filter=author.id:A5034922831
Elizabeth Griffiths,0,Elizabeth Griffiths,https://openalex.org/A5025933745,https://api.openalex.org/works?filter=author.id:A5025933745
Pamela R. Bennett,0,Pamela R. Bennett,https://openalex.org/A5048325861,https://api.openalex.org/works?filter=author.id:A5048325861
A.A. Adimora,0,Adaora A. Adimora,https://openalex.org/A5038417176,https://api.openalex.org/works?filter=author.id:A5038417176
Phyllis Moen,0,Phyllis Moen,https://openalex.org/A5067322379,https://api.openalex.org/works?filter=author.id:A5067322379
William T. Gallo,0,William T. Gallo,https://openalex.org/A5052312012,https://api.openalex.org/works?filter=author.id:A5052312012
Stephen T. Wegener,0,Stephen T. Wegener,https://openalex.org/A5032773956,https://api.openalex.org/works?filter=author.id:A5032773956
Joseph Galaskiewicz,0,Joseph Galaskiewicz,https://openalex.org/A5000495180,https://api.openalex.org/works?filter=author.id:A5000495180
Virginia B. Kraus,0,Virginia B. Kraus,https://openalex.org/A5071631262,https://api.openalex.org/works?filter=author.id:A5071631262
Susanne Bonekamp,0,Susanne Bonekamp,https://openalex.org/A5046871879,https://api.openalex.org/works?filter=author.id:A5046871879
William P. McCarty,0,William P. McCarty,https://openalex.org/A5054631166,https://api.openalex.org/works?filter=author.id:A5054631166
Ian Peters,0,Ian Peters,https://openalex.org/A5087314209,https://api.openalex.org/works?filter=author.id:A5087314209
Nancy Breen,0,Nancy Breen,https://openalex.org/A5066706649,https://api.openalex.org/works?filter=author.id:A5066706649
S. Karthick Ramakrishnan,0,S. Karthick Ramakrishnan,https://openalex.org/A5033685316,https://api.openalex.org/works?filter=author.id:A5033685316
Frances R. Levin,0,Frances R. Levin,https://openalex.org/A5083379140,https://api.openalex.org/works?filter=author.id:A5083379140
Sharon Johnson,0,Sharon Johnson,https://openalex.org/A5057767304,https://api.openalex.org/works?filter=author.id:A5057767304
Elise Cappella,0,Elise Cappella,https://openalex.org/A5085792485,https://api.openalex.org/works?filter=author.id:A5085792485
M. Brent Donnellan,0,M. Brent Donnellan,https://openalex.org/A5064044671;https://openalex.org/A5070274620,https://api.openalex.org/works?filter=author.id:A5064044671;https://api.openalex.org/works?filter=author.id:A5070274620
Himabindu Lakkaraju,0,Himabindu Lakkaraju,https://openalex.org/A5015520086,https://api.openalex.org/works?filter=author.id:A5015520086
James V. Ray,0,James V. Ray,https://openalex.org/A5025736747,https://api.openalex.org/works?filter=author.id:A5025736747
Erik J. Porfeli,0,Erik J. Porfeli,https://openalex.org/A5054071569,https://api.openalex.org/works?filter=author.id:A5054071569
Michael Fendrich,0,Michael Fendrich,https://openalex.org/A5013155293,https://api.openalex.org/works?filter=author.id:A5013155293
Sandi Goldstein,0,Sandi Goldstein,https://openalex.org/A5002763596,https://api.openalex.org/works?filter=author.id:A5002763596
Gerald E. McClearn,0,Gerald E. McClearn,https://openalex.org/A5037786289,https://api.openalex.org/works?filter=author.id:A5037786289
Philip H. Brown,0,Philip H. Brown,https://openalex.org/A5054624042,https://api.openalex.org/works?filter=author.id:A5054624042
Corey L. M. Keyes,0,Corey L. M. Keyes,https://openalex.org/A5083621208,https://api.openalex.org/works?filter=author.id:A5083621208
Lindsay Oberleitner,0,Lindsay Oberleitner,https://openalex.org/A5079131987,https://api.openalex.org/works?filter=author.id:A5079131987
Alice Cepeda,0,Alice Cepeda,https://openalex.org/A5014402583,https://api.openalex.org/works?filter=author.id:A5014402583
Naomi R. Marmorstein,0,Naomi R. Marmorstein,https://openalex.org/A5057627966,https://api.openalex.org/works?filter=author.id:A5057627966
Lisa E. Manhart,0,Lisa E. Manhart,https://openalex.org/A5070113469,https://api.openalex.org/works?filter=author.id:A5070113469
Barbara J. McMorris,0,Barbara J. McMorris,https://openalex.org/A5067437602,https://api.openalex.org/works?filter=author.id:A5067437602
Barbara D. Warner,0,Barbara D. Warner,https://openalex.org/A5078190923,https://api.openalex.org/works?filter=author.id:A5078190923
Sarah Theule Lubienski,0,Sarah Theule Lubienski,https://openalex.org/A5005587826,https://api.openalex.org/works?filter=author.id:A5005587826
David Shichor,0,David Shichor,https://openalex.org/A5016491871,https://api.openalex.org/works?filter=author.id:A5016491871
Jon D. Elhai,0,Jon D. Elhai,https://openalex.org/A5021202369,https://api.openalex.org/works?filter=author.id:A5021202369
Robert Haveman,0,Robert Haveman,https://openalex.org/A5030216029,https://api.openalex.org/works?filter=author.id:A5030216029
Tara Hofkens,0,Tara Hofkens,https://openalex.org/A5090662374,https://api.openalex.org/works?filter=author.id:A5090662374
Andra Wilkinson,0,Andra Wilkinson,https://openalex.org/A5007271295,https://api.openalex.org/works?filter=author.id:A5007271295
Rina D. Eiden,0,Rina D. Eiden,https://openalex.org/A5079652647,https://api.openalex.org/works?filter=author.id:A5079652647
John Eckenrode,0,John Eckenrode,https://openalex.org/A5078730926,https://api.openalex.org/works?filter=author.id:A5078730926
Diana D. Coyl,0,Diana D. Coyl,https://openalex.org/A5036193134,https://api.openalex.org/works?filter=author.id:A5036193134
Rebecca Waller,0,Rebecca Waller,https://openalex.org/A5069965130,https://api.openalex.org/works?filter=author.id:A5069965130
Addie Weaver,0,Addie Weaver,https://openalex.org/A5055131016,https://api.openalex.org/works?filter=author.id:A5055131016
Fang Gong,0,Fang Gong,https://openalex.org/A5045782103,https://api.openalex.org/works?filter=author.id:A5045782103
Mdr Evans,0,Mdr Evans,https://openalex.org/A5001547030,https://api.openalex.org/works?filter=author.id:A5001547030
Margaret Ralston,0,Margaret Ralston,https://openalex.org/A5038338523,https://api.openalex.org/works?filter=author.id:A5038338523
Dasha Cherepanov,0,Dasha Cherepanov,https://openalex.org/A5068357742,https://api.openalex.org/works?filter=author.id:A5068357742
Scott E. Wolfe,0,Scott E. Wolfe,https://openalex.org/A5078582983,https://api.openalex.org/works?filter=author.id:A5078582983
Philip J. Leaf,0,Philip J. Leaf,https://openalex.org/A5076213326,https://api.openalex.org/works?filter=author.id:A5076213326
David L. Decker,0,David L. Decker,https://openalex.org/A5020838949,https://api.openalex.org/works?filter=author.id:A5020838949
Colin Campbell,0,Colin Campbell,https://openalex.org/A5043113498,https://api.openalex.org/works?filter=author.id:A5043113498
Jared S. Rosenberger,0,Jared S. Rosenberger,https://openalex.org/A5090759939,https://api.openalex.org/works?filter=author.id:A5090759939
Tamara Halle,0,Tamara Halle,https://openalex.org/A5049585800,https://api.openalex.org/works?filter=author.id:A5049585800
Katherine M. Keyes,0,Katherine M. Keyes,https://openalex.org/A5080186393,https://api.openalex.org/works?filter=author.id:A5080186393
Eric M. Camburn,0,Eric M. Camburn,https://openalex.org/A5064420057,https://api.openalex.org/works?filter=author.id:A5064420057
Alyssa W. Chamberlain,0,Alyssa W. Chamberlain,https://openalex.org/A5017999393,https://api.openalex.org/works?filter=author.id:A5017999393
Ross M. Stolzenberg,0,Ross M. Stolzenberg,https://openalex.org/A5023997616,https://api.openalex.org/works?filter=author.id:A5023997616
Sherry L. Willis,0,Sherry L. Willis,https://openalex.org/A5018908766,https://api.openalex.org/works?filter=author.id:A5018908766
Daniel K. Pryce,0,Daniel K. Pryce,https://openalex.org/A5087924093,https://api.openalex.org/works?filter=author.id:A5087924093
Jeffrey P. Dew,0,Jeffrey P. Dew,https://openalex.org/A5014492933,https://api.openalex.org/works?filter=author.id:A5014492933
Robert Fornango,0,Robert Fornango,https://openalex.org/A5012603496,https://api.openalex.org/works?filter=author.id:A5012603496
Martin Killias,0,Martin Killias,https://openalex.org/A5042693074,https://api.openalex.org/works?filter=author.id:A5042693074
Roberta Cassidy,0,Roberta Cassidy,https://openalex.org/A5042866324,https://api.openalex.org/works?filter=author.id:A5042866324
Roy M. Howsen,0,Roy M. Howsen,https://openalex.org/A5075612096,https://api.openalex.org/works?filter=author.id:A5075612096
Stephanie D. Madsen,0,Stephanie D. Madsen,https://openalex.org/A5030841623,https://api.openalex.org/works?filter=author.id:A5030841623
Karen Smith Conway,0,Karen Smith Conway,https://openalex.org/A5079399442,https://api.openalex.org/works?filter=author.id:A5079399442
Philip Young P. Hong,0,Philip Young P. Hong,https://openalex.org/A5089951758,https://api.openalex.org/works?filter=author.id:A5089951758
Rae Taylor,0,Rae Taylor,https://openalex.org/A5019267349,https://api.openalex.org/works?filter=author.id:A5019267349
Pebbles Fagan,0,Pebbles Fagan,https://openalex.org/A5014590189,https://api.openalex.org/works?filter=author.id:A5014590189
Thomas Dietrich,0,Thomas Dietrich,https://openalex.org/A5032188300,https://api.openalex.org/works?filter=author.id:A5032188300
Daniel O. Clark,0,Daniel O. Clark,https://openalex.org/A5063016227,https://api.openalex.org/works?filter=author.id:A5063016227
Douglas G. Kondo,0,Douglas G. Kondo,https://openalex.org/A5066698088,https://api.openalex.org/works?filter=author.id:A5066698088
Yinjuan Lian,0,Yinjuan Lian,https://openalex.org/A5062254460,https://api.openalex.org/works?filter=author.id:A5062254460
Jenni A. Shearston,0,Jenni A. Shearston,https://openalex.org/A5004627608,https://api.openalex.org/works?filter=author.id:A5004627608
Tony H. Grubesic,0,Tony H. Grubesic,https://openalex.org/A5037553376,https://api.openalex.org/works?filter=author.id:A5037553376
Andrea Dunaif,0,Andrea Dunaif,https://openalex.org/A5006530708,https://api.openalex.org/works?filter=author.id:A5006530708
Kathy Mann Koepke,0,Kathy Mann Koepke,https://openalex.org/A5028700596,https://api.openalex.org/works?filter=author.id:A5028700596
Brian K. Payne,0,Brian K. Payne,https://openalex.org/A5019240955,https://api.openalex.org/works?filter=author.id:A5019240955
Michael Sherraden,0,Michael Sherraden,https://openalex.org/A5069415181,https://api.openalex.org/works?filter=author.id:A5069415181
Mark H. Showalter,0,Mark H. Showalter,https://openalex.org/A5075046581,https://api.openalex.org/works?filter=author.id:A5075046581
Paul R. Hensel,0,Paul R. Hensel,https://openalex.org/A5053362620,https://api.openalex.org/works?filter=author.id:A5053362620
Sarah L. Szanton,0,Sarah L. Szanton,https://openalex.org/A5037762071,https://api.openalex.org/works?filter=author.id:A5037762071
Chioun Lee,0,Chioun Lee,https://openalex.org/A5005167460,https://api.openalex.org/works?filter=author.id:A5005167460
Gigi Luk,0,Gigi Luk,https://openalex.org/A5028717394,https://api.openalex.org/works?filter=author.id:A5028717394
Mary K. Stohr,0,Mary K. Stohr,https://openalex.org/A5086579826,https://api.openalex.org/works?filter=author.id:A5086579826
Bikramaditya K. Choudhary,0,Bikramaditya K. Choudhary,https://openalex.org/A5028431698,https://api.openalex.org/works?filter=author.id:A5028431698
Corinne E. Joshu,0,Corinne E. Joshu,https://openalex.org/A5049891011,https://api.openalex.org/works?filter=author.id:A5049891011
Eugenia Buta,0,Eugenia Buta,https://openalex.org/A5050143214,https://api.openalex.org/works?filter=author.id:A5050143214
Nicole Zarrett,0,Nicole Zarrett,https://openalex.org/A5025039406,https://api.openalex.org/works?filter=author.id:A5025039406
Rachel E. Ward,0,Rachel E. Ward,https://openalex.org/A5003363905,https://api.openalex.org/works?filter=author.id:A5003363905
Jeanne C. Biggar,0,Jeanne C. Biggar,https://openalex.org/A5001703532,https://api.openalex.org/works?filter=author.id:A5001703532
Jennifer A. Deal,0,Jennifer A. Deal,https://openalex.org/A5016830859,https://api.openalex.org/works?filter=author.id:A5016830859
Candace Currie,0,Candace Currie,https://openalex.org/A5065314218,https://api.openalex.org/works?filter=author.id:A5065314218
Stuart J. Youngner,0,Stuart J. Youngner,https://openalex.org/A5039319000,https://api.openalex.org/works?filter=author.id:A5039319000
Jamie Tam,0,Jamie Tam,https://openalex.org/A5025737985,https://api.openalex.org/works?filter=author.id:A5025737985
Kristine Ruppert,0,Kristine Ruppert,https://openalex.org/A5071920088,https://api.openalex.org/works?filter=author.id:A5071920088
Markus Prior,0,Markus Prior,https://openalex.org/A5023234142,https://api.openalex.org/works?filter=author.id:A5023234142
James Loughman,0,James Loughman,https://openalex.org/A5019717537,https://api.openalex.org/works?filter=author.id:A5019717537
Tamara Dubowitz,0,Tamara Dubowitz,https://openalex.org/A5012833629,https://api.openalex.org/works?filter=author.id:A5012833629
Al Ozonoff,0,Al Ozonoff,https://openalex.org/A5082357489,https://api.openalex.org/works?filter=author.id:A5082357489
Yaniv Hanoch,0,Yaniv Hanoch,https://openalex.org/A5053612536,https://api.openalex.org/works?filter=author.id:A5053612536
Theresa A. Nicklas,0,Theresa A. Nicklas,https://openalex.org/A5008732239,https://api.openalex.org/works?filter=author.id:A5008732239
Stephen L. Morgan,0,Stephen L. Morgan,https://openalex.org/A5037106582,https://api.openalex.org/works?filter=author.id:A5037106582
Jamie M. Abelson,0,Jamie M. Abelson,https://openalex.org/A5089815564,https://api.openalex.org/works?filter=author.id:A5089815564
Joel S. Finkelstein,0,Joel S. Finkelstein,https://openalex.org/A5013380382,https://api.openalex.org/works?filter=author.id:A5013380382
Sam Z. Sun,0,Sam Z. Sun,https://openalex.org/A5051187895,https://api.openalex.org/works?filter=author.id:A5051187895
Dale E. McNiel,0,Dale E. McNiel,https://openalex.org/A5047695487,https://api.openalex.org/works?filter=author.id:A5047695487
Juan Yang,0,Juan Yang,https://openalex.org/A5083191874,https://api.openalex.org/works?filter=author.id:A5083191874
John T. Addison,0,John T. Addison,https://openalex.org/A5001158666,https://api.openalex.org/works?filter=author.id:A5001158666
Isaac Nwaise,0,Isaac Nwaise,https://openalex.org/A5083021474,https://api.openalex.org/works?filter=author.id:A5083021474
Benjamin J. Kassow,0,Benjamin J. Kassow,https://openalex.org/A5032839401,https://api.openalex.org/works?filter=author.id:A5032839401
Leticia FernÃÂÃÂ¡ndez,0,Leticia Fernández,https://openalex.org/A5023141461,https://api.openalex.org/works?filter=author.id:A5023141461
John R. Hepburn,0,John R. Hepburn,https://openalex.org/A5034528035,https://api.openalex.org/works?filter=author.id:A5034528035
Robin Green,0,Robin Green,https://openalex.org/A5084107608,https://api.openalex.org/works?filter=author.id:A5084107608
Latanya Sweeney,0,Latanya Sweeney,https://openalex.org/A5055711524,https://api.openalex.org/works?filter=author.id:A5055711524
Yulei He,0,Yulei He,https://openalex.org/A5068185853,https://api.openalex.org/works?filter=author.id:A5068185853
Patrick A. Langan,0,Patrick A. Langan,https://openalex.org/A5016096817,https://api.openalex.org/works?filter=author.id:A5016096817
Carmit Segal,0,Carmit Segal,https://openalex.org/A5019856603,https://api.openalex.org/works?filter=author.id:A5019856603
Glenna Spitze,0,Glenna Spitze,https://openalex.org/A5030401083,https://api.openalex.org/works?filter=author.id:A5030401083
Hai Lin,0,Hai Lin,https://openalex.org/A5066656792,https://api.openalex.org/works?filter=author.id:A5066656792
Jack Vowles,0,Jack Vowles,https://openalex.org/A5018579820,https://api.openalex.org/works?filter=author.id:A5018579820
Ambarish Dutta,0,Ambarish Dutta,https://openalex.org/A5075064435,https://api.openalex.org/works?filter=author.id:A5075064435
Margaret Gatz,0,Margaret Gatz,https://openalex.org/A5063732312,https://api.openalex.org/works?filter=author.id:A5063732312
Juliana M. Sobolewski,0,Juliana M. Sobolewski,https://openalex.org/A5063009488,https://api.openalex.org/works?filter=author.id:A5063009488
James S. Goodwin,0,James S. Goodwin,https://openalex.org/A5036241160,https://api.openalex.org/works?filter=author.id:A5036241160
Anne N. Thorndike,0,Anne N. Thorndike,https://openalex.org/A5069775268,https://api.openalex.org/works?filter=author.id:A5069775268
Daryl F. Mellard,0,Daryl F. Mellard,https://openalex.org/A5019607523,https://api.openalex.org/works?filter=author.id:A5019607523
Susan McNeeley,0,Susan McNeeley,https://openalex.org/A5061360976,https://api.openalex.org/works?filter=author.id:A5061360976
Raymond Fisman,0,Raymond Fisman,https://openalex.org/A5005139544,https://api.openalex.org/works?filter=author.id:A5005139544
Susan E. Mayer,0,Susan E. Mayer,https://openalex.org/A5088044020,https://api.openalex.org/works?filter=author.id:A5088044020
James M. La Valle,0,James M. La Valle,https://openalex.org/A5017274885,https://api.openalex.org/works?filter=author.id:A5017274885
Debra Skinner,0,Debra Skinner,https://openalex.org/A5039401246,https://api.openalex.org/works?filter=author.id:A5039401246
Frank D. Bean,0,Frank D. Bean,https://openalex.org/A5052218026,https://api.openalex.org/works?filter=author.id:A5052218026
Paul R. Zimmerman,0,Paul R. Zimmerman,https://openalex.org/A5041195428,https://api.openalex.org/works?filter=author.id:A5041195428
F. Stephen Bridges,0,F. Stephen Bridges,https://openalex.org/A5002567831,https://api.openalex.org/works?filter=author.id:A5002567831
Manus I. Midlarsky,0,Manus I. Midlarsky,https://openalex.org/A5036352202,https://api.openalex.org/works?filter=author.id:A5036352202
Keri B. Burchfield,0,Keri B. Burchfield,https://openalex.org/A5058096717,https://api.openalex.org/works?filter=author.id:A5058096717
Jamie Newsome,0,Jamie Newsome,https://openalex.org/A5052639022,https://api.openalex.org/works?filter=author.id:A5052639022
Farrah J. Mateen,0,Farrah J. Mateen,https://openalex.org/A5062928592,https://api.openalex.org/works?filter=author.id:A5062928592
